is_dorm	is_year	year_diff	from_high_school	to_high_school	from_major	to_major	is_faculty	is_gender	label
0.0	0.0	2.0	697.0	25677.0	285.0	311.0	1.0	1.0	0.0
0.0	0.0	1.0	16541.0	50043.0	266.0	284.0	0.0	1.0	1.0
0.0	0.0	1.0	5322.0	23254.0	279.0	320.0	1.0	1.0	1.0
0.0	0.0	1.0	9224.0	9634.0	283.0	289.0	1.0	1.0	0.0
0.0	0.0	4.0	23281.0	50499.0	262.0	267.0	0.0	0.0	0.0
0.0	0.0	0.0444013743283449	2766.0	50081.0	0.0	276.0	1.0	0.0	0.0
0.0	1.0	0.0	1543.0	2031.0	280.0	296.0	1.0	0.0	0.0
0.0	0.0	3.0	17022.0	25370.0	105.0	126.0	0.0	1.0	1.0
0.0	0.0	2.0	26865.0	50189.0	246.0	262.0	1.0	0.0	0.0
0.0	0.0	1.0	25540.0	25890.0	239.0	264.0	0.0	1.0	1.0
0.0	0.0	2.0	0.0	15934.0	0.0	240.0	0.0	0.0	0.0
1.0	1.0	0.0	10872.0	24657.0	308.0	312.0	1.0	1.0	1.0
0.0	0.0	1.0	21142.0	25719.0	246.0	327.0	1.0	0.0	1.0
0.0	0.0	1.0	3120.0	3530.0	122.0	122.0	1.0	1.0	1.0
0.0	0.0	1.0	1421.0	2850.0	314.0	320.0	1.0	1.0	1.0
0.0	1.0	0.0	1803.0	2070.0	314.0	314.0	1.0	0.0	1.0
0.0	0.0	3.0	16758.0	50337.0	283.0	284.0	0.0	1.0	0.0
0.0	1.0	0.0	1734.0	50677.0	0.0	0.0	1.0	1.0	1.0
0.0	0.0	2.0	50045.0	50145.0	94.0	132.0	1.0	0.0	1.0
0.0	1.0	0.0	9557.0	17563.0	10.0	33.0	1.0	1.0	0.0
0.0	0.0	2.0	4061.0	4585.0	242.0	284.0	1.0	1.0	1.0
0.0	1.0	0.0	9530.0	20681.0	5.0	15.0	1.0	1.0	1.0
0.0	0.0	1.0	1697.0	3133.0	0.0	248.0	1.0	1.0	0.0
0.0	0.0	2.1477743009993446	16496.0	51268.0	0.0	283.0	1.0	0.0	0.0
0.0	1.0	0.0	0.0	0.0	242.0	251.0	1.0	1.0	0.0
0.0	0.0	3.0	779.0	2616.0	252.0	268.0	0.0	1.0	0.0
0.0	0.0	1.0	2868.0	23649.0	239.0	244.0	1.0	1.0	0.0
0.0	0.0	2.852225699000656	0.0	0.0	235.0	251.0	0.0	0.0	0.0
1.0	1.0	0.0	3812.0	15903.0	0.0	11.0	1.0	0.0	0.0
0.0	0.0	2.0	2328.0	50034.0	249.0	257.0	1.0	1.0	1.0
0.0	0.0	2.0	672.0	2760.0	245.0	250.0	1.0	0.0	0.0
0.0	0.0	3.0	21852.0	50002.0	0.0	33.0	0.0	1.0	1.0
0.0	0.0	1.0	9224.0	50173.0	102.0	122.0	1.0	1.0	1.0
0.0	0.0	1.0	2451.0	3386.0	236.0	332.0	1.0	0.0	1.0
0.0	1.0	0.0	16383.0	17343.0	242.0	243.0	1.0	0.0	0.0
0.0	1.0	0.0	0.0	50165.0	0.0	0.0	1.0	0.0	0.0
0.0	0.0	2.0	10786.0	51334.0	238.0	285.0	1.0	1.0	0.0
0.0	1.0	0.0	17149.0	50023.0	251.0	274.0	1.0	1.0	1.0
0.0	0.0	0.0444013743283449	20631.0	50033.0	249.0	260.0	1.0	1.0	1.0
0.0	0.0	2.0	2135.0	50060.0	299.0	333.0	1.0	1.0	0.0
0.0	1.0	0.0	2747.0	20556.0	255.0	259.0	0.0	0.0	0.0
0.0	0.0	3.0	1797.0	50746.0	314.0	314.0	1.0	1.0	1.0
1.0	1.0	0.0	12393.0	50165.0	245.0	276.0	1.0	1.0	1.0
0.0	1.0	0.0	25757.0	25890.0	244.0	245.0	1.0	0.0	0.0
0.0	0.0	3.0	25902.0	25927.0	255.0	255.0	0.0	1.0	1.0
0.0	0.0	1.044401374328345	2866.0	50165.0	255.0	257.0	1.0	0.0	1.0
0.0	0.0	4.0	0.0	9244.0	10.0	33.0	0.0	1.0	0.0
0.0	0.0	1.0	3739.0	18123.0	0.0	122.0	1.0	1.0	1.0
0.0	1.0	0.0	1543.0	54563.0	238.0	245.0	1.0	1.0	1.0
0.0	0.0	0.0444013743283449	5214.0	5252.0	262.0	262.0	1.0	0.0	0.0
0.0	0.0	2.0	2208.0	12304.0	267.0	326.0	1.0	1.0	1.0
0.0	0.0	2.0	2861.0	53257.0	250.0	253.0	1.0	0.0	0.0
0.0	1.0	0.0	2766.0	50028.0	239.0	261.0	1.0	1.0	1.0
0.0	1.0	0.0	50005.0	52964.0	107.0	108.0	1.0	1.0	1.0
0.0	1.0	0.0	0.0	50215.0	245.0	282.0	1.0	1.0	0.0
1.0	0.0	1.0	50053.0	50143.0	1.0	10.0	1.0	1.0	0.0
0.0	1.0	0.0	50104.0	51444.0	108.0	111.0	1.0	0.0	1.0
0.0	0.0	1.0	0.0	55170.0	108.0	113.0	1.0	0.0	1.0
0.0	0.0	1.0	2734.0	2769.0	259.0	260.0	1.0	0.0	1.0
0.0	0.0	3.0	1736.0	25723.0	245.0	248.0	0.0	0.0	0.0
0.0	0.0	6.0	9460.0	50141.0	240.0	284.0	0.0	0.0	0.0
0.0	0.0	2.0	9739.0	17126.0	266.0	283.0	0.0	1.0	0.0
0.0	1.0	0.0	5211.0	24005.0	306.0	331.0	1.0	0.0	0.0
0.0	1.0	0.0	2204.0	5570.0	277.0	320.0	1.0	1.0	1.0
0.0	0.0	1.3748502994012597	0.0	17658.0	0.0	33.0	1.0	0.0	0.0
0.0	0.0	1.0	0.0	50010.0	0.0	120.0	1.0	1.0	0.0
0.0	1.0	0.0	21371.0	50173.0	108.0	108.0	1.0	0.0	0.0
1.0	1.0	0.0	50028.0	59340.0	239.0	276.0	1.0	0.0	1.0
0.0	1.0	0.0	2271.0	2813.0	312.0	325.0	1.0	1.0	0.0
0.0	0.0	5.0	9760.0	50779.0	249.0	256.0	0.0	1.0	0.0
0.0	1.0	0.0	0.0	24410.0	238.0	239.0	1.0	0.0	1.0
0.0	1.0	0.0	0.0	16261.0	108.0	120.0	0.0	0.0	1.0
0.0	1.0	0.0	1384.0	9262.0	0.0	92.0	0.0	0.0	0.0
0.0	0.0	1.0	21629.0	53099.0	94.0	132.0	1.0	1.0	0.0
1.0	0.0	2.0	25034.0	26419.0	16.0	26.0	1.0	0.0	0.0
0.0	0.0	1.0	17071.0	21621.0	11.0	31.0	0.0	0.0	0.0
0.0	1.0	0.0	50088.0	54719.0	0.0	31.0	1.0	0.0	1.0
0.0	0.0	1.852225699000656	0.0	50389.0	0.0	284.0	0.0	0.0	0.0
0.0	1.0	0.0	3754.0	50059.0	256.0	283.0	1.0	1.0	1.0
0.0	1.0	0.0	2673.0	25996.0	260.0	268.0	1.0	1.0	1.0
0.0	1.0	0.0	15921.0	16141.0	21.0	31.0	1.0	0.0	0.0
0.0	0.0	0.8522256990006554	0.0	18158.0	0.0	242.0	0.0	1.0	1.0
0.0	0.0	1.0	3735.0	51743.0	33.0	33.0	1.0	0.0	1.0
0.0	0.0	1.0	2548.0	25965.0	235.0	262.0	1.0	1.0	1.0
0.0	0.0	1.0	2232.0	12274.0	245.0	284.0	0.0	0.0	0.0
0.0	1.0	0.0	2749.0	51796.0	245.0	245.0	1.0	0.0	1.0
0.0	0.0	1.0	3739.0	9466.0	122.0	133.0	1.0	0.0	1.0
0.0	0.0	3.0	2493.0	5221.0	0.0	260.0	0.0	1.0	0.0
0.0	1.0	0.0	1730.0	50165.0	252.0	272.0	1.0	0.0	1.0
0.0	0.0	1.0	2954.0	52304.0	0.0	279.0	1.0	1.0	0.0
0.0	0.0	1.0	0.0	2749.0	0.0	260.0	1.0	0.0	1.0
0.0	1.0	0.0	0.0	1936.0	268.0	270.0	1.0	1.0	1.0
0.0	1.0	0.0	3036.0	3444.0	297.0	333.0	1.0	0.0	0.0
0.0	0.0	0.8806246691372053	2271.0	51165.0	275.0	331.0	1.0	1.0	0.0
0.0	0.0	6.0	1566.0	9384.0	16.0	39.0	0.0	0.0	0.0
0.0	0.0	1.0	2190.0	17018.0	13.0	38.0	1.0	1.0	0.0
0.0	0.0	2.0	1596.0	20635.0	238.0	260.0	0.0	1.0	0.0
1.0	1.0	0.0	9223.0	17636.0	0.0	11.0	1.0	1.0	1.0
0.0	0.0	1.0	2902.0	20807.0	241.0	262.0	1.0	0.0	0.0
0.0	0.0	1.0	1604.0	26044.0	0.0	314.0	1.0	1.0	0.0
0.0	0.0	1.0	50806.0	51060.0	10.0	30.0	1.0	0.0	0.0
0.0	0.0	1.0	9720.0	16219.0	251.0	277.0	1.0	1.0	0.0
0.0	1.0	0.0	2755.0	50081.0	235.0	267.0	1.0	0.0	1.0
0.0	1.0	0.0	5486.0	50052.0	0.0	34.0	1.0	0.0	1.0
0.0	0.0	2.0	0.0	51532.0	0.0	251.0	1.0	0.0	1.0
0.0	0.0	0.8522256990006554	9530.0	9786.0	264.0	275.0	1.0	0.0	0.0
0.0	1.0	0.0	16120.0	51465.0	91.0	131.0	1.0	0.0	1.0
0.0	0.0	1.0	9580.0	17658.0	109.0	132.0	1.0	1.0	1.0
0.0	0.0	0.3748502994012597	0.0	16990.0	0.0	1.0	1.0	0.0	1.0
0.0	0.0	2.0	1594.0	20733.0	237.0	261.0	1.0	1.0	0.0
0.0	1.0	0.0	1606.0	50128.0	0.0	314.0	1.0	0.0	1.0
0.0	0.0	5.0	51160.0	51160.0	0.0	0.0	1.0	1.0	1.0
0.0	0.0	0.6251497005987403	0.0	52287.0	0.0	21.0	0.0	0.0	0.0
0.0	0.0	1.0	51219.0	52506.0	10.0	21.0	1.0	0.0	1.0
0.0	0.0	1.0	0.0	742.0	282.0	308.0	1.0	0.0	1.0
0.0	0.0	2.0	19743.0	50675.0	103.0	107.0	1.0	1.0	0.0
0.0	0.0	1.8806246691372053	0.0	2572.0	0.0	0.0	0.0	0.0	1.0
0.0	0.0	1.0	50521.0	50521.0	243.0	332.0	1.0	1.0	1.0
1.0	0.0	1.0	1447.0	2749.0	0.0	255.0	1.0	1.0	1.0
0.0	1.0	0.0	1996.0	50036.0	0.0	245.0	1.0	0.0	1.0
0.0	0.0	2.0	5688.0	11793.0	108.0	132.0	0.0	0.0	1.0
1.0	0.0	1.210849839008688	0.0	0.0	107.0	112.0	1.0	0.0	1.0
0.0	1.0	0.0	0.0	17636.0	95.0	112.0	1.0	0.0	0.0
0.0	0.0	2.0	0.0	2960.0	0.0	238.0	0.0	1.0	0.0
0.0	0.0	3.0	50023.0	50550.0	279.0	284.0	0.0	1.0	0.0
0.0	0.0	2.0	2248.0	2617.0	246.0	260.0	0.0	0.0	0.0
1.0	1.0	0.0	2247.0	16420.0	10.0	31.0	1.0	1.0	1.0
0.0	0.0	1.8806246691372053	1572.0	23183.0	250.0	314.0	0.0	1.0	0.0
0.0	1.0	0.0	50117.0	50246.0	109.0	114.0	1.0	1.0	1.0
0.0	0.0	1.0	50165.0	50165.0	235.0	250.0	0.0	1.0	0.0
0.0	0.0	1.0	10208.0	53914.0	0.0	260.0	1.0	0.0	1.0
0.0	0.0	1.0	17914.0	51548.0	99.0	107.0	1.0	1.0	0.0
0.0	0.0	2.0	0.0	16383.0	108.0	114.0	1.0	1.0	0.0
0.0	0.0	1.0	0.0	17352.0	238.0	275.0	0.0	0.0	1.0
0.0	0.0	0.0444013743283449	0.0	52401.0	0.0	277.0	1.0	0.0	1.0
0.0	0.0	1.0	25890.0	50307.0	238.0	249.0	1.0	0.0	0.0
0.0	1.0	0.0	0.0	5221.0	258.0	259.0	1.0	0.0	1.0
0.0	0.0	2.0	50846.0	51226.0	251.0	264.0	1.0	1.0	1.0
0.0	0.0	3.0	0.0	19033.0	12.0	38.0	0.0	0.0	0.0
0.0	0.0	1.0	2702.0	2714.0	0.0	267.0	1.0	1.0	1.0
0.0	0.0	2.0	0.0	51465.0	289.0	289.0	0.0	0.0	0.0
0.0	1.0	0.0	5221.0	16267.0	255.0	260.0	1.0	0.0	1.0
0.0	0.0	3.0	16530.0	18099.0	314.0	327.0	0.0	1.0	0.0
0.0	1.0	0.0	25793.0	50215.0	235.0	268.0	1.0	1.0	1.0
0.0	0.0	4.0	0.0	17269.0	108.0	130.0	0.0	0.0	0.0
0.0	0.0	3.0	50390.0	50831.0	0.0	265.0	0.0	0.0	0.0
0.0	0.0	1.0	3583.0	18436.0	251.0	278.0	0.0	0.0	0.0
0.0	1.0	0.0	50045.0	50315.0	92.0	126.0	1.0	1.0	0.0
0.0	0.0	1.0	50117.0	51988.0	109.0	109.0	1.0	1.0	1.0
0.0	1.0	0.0	9533.0	9780.0	1.0	19.0	1.0	1.0	1.0
0.0	1.0	0.0	50256.0	50458.0	0.0	10.0	1.0	0.0	0.0
0.0	0.0	2.0	50223.0	50696.0	0.0	0.0	1.0	0.0	0.0
0.0	0.0	1.0	16256.0	50081.0	25.0	29.0	0.0	0.0	0.0
0.0	0.0	1.0	8851.0	50398.0	94.0	108.0	0.0	0.0	1.0
0.0	0.0	3.0	0.0	17566.0	251.0	289.0	1.0	0.0	0.0
0.0	1.0	0.0	3739.0	17475.0	127.0	131.0	1.0	1.0	1.0
1.0	0.0	1.0	16423.0	50459.0	109.0	134.0	1.0	1.0	1.0
0.0	0.0	0.0444013743283449	0.0	50215.0	0.0	268.0	1.0	0.0	1.0
0.0	0.0	2.3748502994012597	50060.0	50268.0	0.0	10.0	0.0	0.0	0.0
1.0	0.0	1.0	781.0	20356.0	249.0	312.0	1.0	1.0	0.0
1.0	0.0	2.3748502994012597	7831.0	14632.0	0.0	0.0	1.0	1.0	0.0
0.0	0.0	1.0	17658.0	52701.0	0.0	11.0	1.0	1.0	1.0
0.0	0.0	3.0	0.0	0.0	248.0	283.0	1.0	0.0	0.0
0.0	1.0	0.0	5725.0	50738.0	10.0	16.0	1.0	0.0	0.0
0.0	0.0	1.0	9581.0	21629.0	118.0	131.0	0.0	0.0	1.0
0.0	1.0	0.0	0.0	9673.0	112.0	118.0	1.0	0.0	1.0
0.0	1.0	0.0	6655.0	10932.0	0.0	102.0	1.0	0.0	1.0
0.0	1.0	0.0	8952.0	50066.0	22.0	22.0	0.0	0.0	1.0
0.0	1.0	0.0	2839.0	5214.0	0.0	241.0	1.0	0.0	0.0
0.0	0.0	1.6251497005987403	16117.0	16334.0	1.0	10.0	0.0	0.0	1.0
1.0	0.0	3.0	0.0	50246.0	16.0	33.0	1.0	0.0	1.0
1.0	0.0	1.0	0.0	1667.0	273.0	277.0	1.0	1.0	1.0
0.0	1.0	0.0	18514.0	50459.0	91.0	133.0	1.0	0.0	1.0
0.0	0.0	0.6251497005987403	3735.0	7196.0	1.0	12.0	0.0	0.0	0.0
0.0	0.0	1.3748502994012597	0.0	0.0	10.0	31.0	0.0	1.0	1.0
0.0	0.0	2.0	5486.0	50746.0	251.0	314.0	1.0	1.0	0.0
1.0	0.0	2.0	26488.0	50959.0	8.0	11.0	1.0	0.0	1.0
0.0	0.0	3.0	1533.0	56752.0	309.0	320.0	0.0	1.0	0.0
0.0	0.0	2.0	4355.0	26253.0	246.0	276.0	1.0	0.0	0.0
0.0	0.0	1.852225699000656	0.0	9760.0	248.0	251.0	1.0	0.0	1.0
0.0	1.0	0.0	17348.0	50184.0	25.0	28.0	1.0	0.0	1.0
0.0	0.0	1.0	18108.0	50181.0	0.0	0.0	1.0	0.0	1.0
0.0	1.0	0.0	3683.0	10843.0	0.0	247.0	1.0	0.0	0.0
0.0	0.0	2.3748502994012597	25012.0	53242.0	0.0	30.0	0.0	1.0	0.0
0.0	0.0	1.0	50886.0	51285.0	251.0	280.0	1.0	0.0	0.0
0.0	0.0	3.0	16390.0	16507.0	284.0	284.0	0.0	0.0	0.0
0.0	0.0	2.0	3468.0	9415.0	251.0	262.0	1.0	0.0	0.0
0.0	0.0	4.0	0.0	0.0	260.0	262.0	0.0	0.0	0.0
0.0	0.0	1.0	9421.0	21240.0	119.0	120.0	1.0	1.0	1.0
0.0	0.0	1.0	25548.0	50165.0	255.0	255.0	1.0	1.0	1.0
0.0	0.0	1.0	0.0	17211.0	20.0	21.0	1.0	1.0	0.0
0.0	0.0	1.3748502994012597	0.0	50088.0	0.0	11.0	1.0	0.0	0.0
0.0	1.0	0.0	50508.0	53716.0	249.0	314.0	1.0	1.0	1.0
0.0	0.0	4.0	50392.0	56907.0	289.0	302.0	0.0	1.0	0.0
0.0	0.0	1.1193753308627947	0.0	2253.0	0.0	294.0	1.0	0.0	0.0
0.0	0.0	3.0	1824.0	9618.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	1.0	0.0	19444.0	0.0	37.0	1.0	0.0	0.0
0.0	1.0	0.0	2369.0	17908.0	111.0	118.0	1.0	0.0	1.0
0.0	1.0	0.0	1887.0	2201.0	247.0	249.0	1.0	1.0	1.0
0.0	0.0	1.1193753308627947	1565.0	6302.0	0.0	280.0	1.0	1.0	1.0
0.0	0.0	4.0	25701.0	53069.0	243.0	315.0	0.0	0.0	0.0
0.0	1.0	0.0	9508.0	21653.0	103.0	111.0	1.0	1.0	1.0
0.0	0.0	2.0	17886.0	18782.0	22.0	33.0	0.0	0.0	1.0
0.0	0.0	2.0	7458.0	50173.0	1.0	4.0	1.0	0.0	0.0
0.0	0.0	1.0	20733.0	21022.0	91.0	122.0	1.0	0.0	1.0
0.0	1.0	0.0	7954.0	50347.0	249.0	299.0	1.0	1.0	1.0
0.0	0.0	4.0	0.0	1354.0	249.0	282.0	1.0	0.0	0.0
0.0	0.0	2.0	4405.0	17636.0	0.0	103.0	1.0	0.0	1.0
0.0	0.0	2.0	3780.0	50170.0	5.0	21.0	0.0	0.0	0.0
0.0	0.0	2.0	0.0	9611.0	0.0	6.0	1.0	1.0	1.0
0.0	1.0	0.0	6399.0	50443.0	251.0	259.0	1.0	1.0	1.0
0.0	0.0	2.0	9434.0	25892.0	91.0	121.0	1.0	0.0	0.0
1.0	1.0	0.0	3044.0	50215.0	0.0	245.0	1.0	0.0	0.0
0.0	0.0	1.0	17886.0	50786.0	11.0	33.0	1.0	0.0	0.0
0.0	0.0	1.0	4849.0	50425.0	0.0	119.0	1.0	0.0	0.0
0.0	0.0	1.0	1456.0	1849.0	237.0	252.0	1.0	0.0	0.0
0.0	1.0	0.0	3683.0	16805.0	90.0	107.0	1.0	0.0	1.0
0.0	0.0	3.0	1800.0	2008.0	249.0	249.0	1.0	0.0	0.0
0.0	0.0	1.0	9533.0	21037.0	248.0	262.0	1.0	0.0	0.0
0.0	0.0	1.0	3576.0	50172.0	103.0	120.0	1.0	0.0	1.0
0.0	1.0	0.0	9382.0	17647.0	0.0	102.0	1.0	0.0	1.0
0.0	0.0	1.0	2426.0	51286.0	279.0	333.0	0.0	1.0	1.0
0.0	0.0	3.0	15943.0	16487.0	266.0	279.0	1.0	0.0	0.0
0.0	1.0	0.0	2374.0	15244.0	275.0	311.0	1.0	1.0	1.0
0.0	0.0	1.0	1942.0	2678.0	0.0	257.0	1.0	0.0	1.0
0.0	0.0	3.0	1547.0	15813.0	267.0	268.0	1.0	1.0	0.0
0.0	0.0	2.0	16661.0	50431.0	104.0	111.0	0.0	1.0	1.0
1.0	1.0	0.0	719.0	2734.0	260.0	267.0	1.0	1.0	1.0
0.0	0.0	4.0	2241.0	11809.0	246.0	302.0	0.0	0.0	0.0
0.0	0.0	1.0	1763.0	2207.0	312.0	314.0	1.0	0.0	0.0
1.0	1.0	0.0	20725.0	52090.0	260.0	279.0	1.0	0.0	1.0
0.0	0.0	3.0	50786.0	51926.0	0.0	260.0	0.0	1.0	0.0
0.0	0.0	2.0	25369.0	50313.0	284.0	327.0	0.0	0.0	0.0
0.0	0.0	2.0	17584.0	51521.0	242.0	283.0	1.0	1.0	0.0
0.0	0.0	1.0	3569.0	52234.0	107.0	118.0	1.0	0.0	1.0
0.0	1.0	0.0	0.0	51465.0	98.0	130.0	1.0	1.0	1.0
1.0	1.0	0.0	2405.0	50786.0	10.0	22.0	1.0	1.0	1.0
0.0	0.0	1.0	5550.0	50370.0	111.0	118.0	1.0	1.0	1.0
0.0	0.0	1.0	6399.0	50029.0	91.0	132.0	1.0	1.0	1.0
0.0	0.0	1.0	52044.0	52401.0	245.0	267.0	1.0	0.0	0.0
0.0	0.0	0.14777430099934466	0.0	50709.0	0.0	284.0	1.0	0.0	0.0
0.0	1.0	0.0	2805.0	5211.0	235.0	312.0	1.0	0.0	1.0
0.0	0.0	2.0	20663.0	50002.0	283.0	283.0	1.0	0.0	1.0
0.0	0.0	0.8806246691372053	0.0	1447.0	0.0	314.0	1.0	0.0	1.0
0.0	0.0	1.0	0.0	50241.0	111.0	111.0	1.0	1.0	1.0
0.0	0.0	1.3748502994012597	0.0	50025.0	0.0	0.0	1.0	0.0	1.0
0.0	0.0	2.0	2626.0	59165.0	246.0	312.0	1.0	1.0	1.0
1.0	1.0	0.0	9755.0	16487.0	254.0	266.0	1.0	1.0	1.0
0.0	0.0	1.0	50852.0	51530.0	314.0	331.0	1.0	1.0	1.0
0.0	0.0	3.0	0.0	17407.0	0.0	242.0	1.0	1.0	0.0
0.0	0.0	1.0	20655.0	25848.0	237.0	269.0	1.0	1.0	1.0
0.0	1.0	0.0	16764.0	50275.0	251.0	254.0	1.0	0.0	1.0
0.0	1.0	0.0	3840.0	17584.0	0.0	103.0	1.0	1.0	1.0
0.0	0.0	1.0	1381.0	1543.0	263.0	268.0	1.0	1.0	1.0
0.0	0.0	1.0	0.0	12478.0	273.0	320.0	0.0	0.0	0.0
0.0	0.0	1.0	0.0	50165.0	260.0	260.0	0.0	0.0	0.0
0.0	0.0	1.0	15903.0	20853.0	107.0	119.0	1.0	0.0	1.0
0.0	0.0	0.8522256990006554	0.0	21462.0	243.0	266.0	0.0	1.0	0.0
0.0	0.0	2.0	25829.0	50929.0	252.0	257.0	0.0	0.0	0.0
1.0	0.0	1.0	17700.0	50046.0	33.0	33.0	0.0	0.0	1.0
0.0	1.0	0.0	9343.0	52104.0	0.0	1.0	1.0	1.0	1.0
0.0	0.0	1.0	0.0	25794.0	239.0	270.0	1.0	0.0	0.0
0.0	0.0	1.0	9586.0	16447.0	108.0	121.0	1.0	0.0	0.0
0.0	1.0	0.0	0.0	14231.0	10.0	22.0	1.0	1.0	1.0
1.0	0.0	1.0	7229.0	50231.0	0.0	24.0	1.0	0.0	0.0
0.0	1.0	0.0	539.0	50111.0	8.0	30.0	1.0	0.0	0.0
0.0	1.0	0.0	9618.0	50184.0	0.0	107.0	1.0	0.0	1.0
0.0	0.0	4.0	16406.0	50083.0	22.0	31.0	0.0	0.0	0.0
1.0	0.0	2.0	1749.0	20054.0	279.0	314.0	1.0	0.0	1.0
0.0	1.0	0.0	1289.0	55383.0	253.0	276.0	1.0	1.0	0.0
0.0	0.0	0.6251497005987403	0.0	50060.0	0.0	12.0	1.0	0.0	0.0
0.0	1.0	0.0	3714.0	51521.0	0.0	114.0	1.0	1.0	1.0
0.0	0.0	1.0	1499.0	1848.0	243.0	279.0	1.0	1.0	0.0
0.0	0.0	2.0	50054.0	50521.0	236.0	243.0	1.0	0.0	0.0
0.0	0.0	1.8806246691372053	742.0	3199.0	282.0	332.0	1.0	0.0	1.0
0.0	1.0	0.0	0.0	52646.0	0.0	242.0	0.0	0.0	1.0
0.0	0.0	2.0	3735.0	9430.0	248.0	251.0	1.0	1.0	0.0
1.0	1.0	0.0	5873.0	50347.0	0.0	238.0	1.0	1.0	1.0
0.0	0.0	2.0	2868.0	6859.0	0.0	255.0	1.0	0.0	0.0
0.0	1.0	0.0	22926.0	53597.0	316.0	318.0	1.0	1.0	1.0
0.0	0.0	1.0	3062.0	5898.0	250.0	252.0	1.0	0.0	0.0
0.0	0.0	3.0	2029.0	50215.0	253.0	266.0	0.0	0.0	1.0
0.0	0.0	2.0	0.0	18230.0	0.0	0.0	0.0	0.0	0.0
0.0	1.0	0.0	50855.0	51106.0	0.0	264.0	1.0	0.0	1.0
0.0	0.0	2.852225699000656	0.0	15902.0	0.0	281.0	0.0	0.0	0.0
0.0	1.0	0.0	20556.0	25927.0	235.0	257.0	1.0	1.0	1.0
0.0	0.0	4.0	1317.0	1934.0	0.0	250.0	0.0	1.0	0.0
0.0	1.0	0.0	1797.0	2477.0	308.0	320.0	1.0	1.0	1.0
0.0	1.0	0.0	9073.0	50131.0	22.0	33.0	1.0	1.0	1.0
